HOST_ID,APARTMENT,HOUSE,CABIN,CONDOMINIUM,CAMPERRV,BUNGALOW,TOWNHOUSE,BOAT,BED_BREAKFAST,DORM,TREEHOUSE,YURT,CHALET,TENT,LOFT,OTHER
24429939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10194168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14926558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13870400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2425448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39243231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34397733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18362115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18394291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74305,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5038407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33931765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541406,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16637594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25138851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44157998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558743,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10392662,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2327457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6120181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42146727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24563934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41209589,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19839856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18342756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24796943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21265939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39377,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12806968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43606065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10437300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5720753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20871317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45036461,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186078,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17269911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43039185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50943410,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20873639,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31926188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20081759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15171111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48509183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8956137,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38922755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
754810,0,1,0,4,0,0,5,0,0,0,0,0,0,0,0,0
8614915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16975412,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
